Nome;Número de Mensagens;Stickers;Imagens;Áudios
Toy;2290;95;138;4
Palavra;Frequência
huaahuahauaauahau;1
bahbajabajabahshjsbsus;1
baixar;1
demorar;1
formatei;1
pc;1
2016;1
formatava;1
ahahabuabauahhahauahaiahahahuaahauap;1
jantar;1
fizeram;1
piadas;1
forno;1
montro;1
gostei;1
liquido;1
estranho;1
orelha;1
god;1
assembleia?;1
amigos?;1
comportar;1
falo:;1
cadê;1
hur;1
desculpa?;1
hehehehe;1
não,;1
bcc;1
out;1
adianta;1
sequestrou;1
choku:;1
tinham;1
ido;1
troste;1
alonso;1
hahahauah;1
comi,;1
consequencia;1
incomodado;1
rondeli;1
lince;1
comeram;1
amendoim;1
casquinha;1
ketchup?;1
criminoso;1
aquj;1
ainsa;1
defendendo;1
cy;1
responde;1
biscoito;1
doce;1
banana;1
caribe;1
pensar;1
bane;1
aquelas;1
páginas;1
non;1
sense;1
horinhas;1
horinha;1
ban;1
esquecendo;1
kkkk;1
descer;1
saudade;1
occaso;1
hub;1
dvdhvxhxv;1
bchxhssjjs;1
r;1
l;1
h;1
chorando;1
tamanho;1
entraram;1
tigesse;1
acontevido;1
tankando;1
nãos;1
ei;1
mandei;1
mandado;1
dá-la;1
combinação;1
greve;1
logando;1
nxzero;1
coh;1
deitadinho;1
embalsamado;1
embalsamei;1
tutancamon;1
consufo;1
kajo;1
deitado,;1
impossível;1
morales;1
então;1
feirinha;1
cana;1
segundo;1
jaja?;1
@5515997471294;1
foram?;1
viagem;1
@5515997769345;1
shows;1
embrandeçamos;1
seja;1
louvado;1
🙏;1
clicar;1
apagou;1
pneu;1
furou”;1
pracinha;1
perto;1
imprime?;1
voces;1
legais;1
estão;1
impressora;1
tinta;1
mim?;1
chance;1
show?;1
confiança?;1
tinder;1
engordar;1
como,;1
satisfaz;1
dicas;1
desce;1
preto;1
calabresa;1
xipao;1
alienígena;1
digitando;1
saco,;1
tentei;1
há;1
médicos;1
apetite;1
cada;1
panela;1
pressão;1
sidnei;1
gta;1
saquei;1
figurinha?????;1
pomba;1
rua;1
nojo;1
duro?;1
vegeta;1
diro;1
tocando;1
i.;1
duro;1
rio?;1
spotify;1
setlist;1
2019;1
pelado;1
moral,;1
ligou;1
secar;1
aviso;1
descer?;1
sair?;1
ios;1
4g;1
dahora!!;1
compensa;1
🤔;1
ir,;1
@5516991310978;1
agência;1
12:30;1
spammou;1
twitch;1
fato?;1
hauahauahaj;1
segredo;1
véi,;1
postei;1
gravado;1
vou!;1
facul?;1
patelli?;1
40;1
12:00;1
pretendia;1
la?;1
horrivel;1
2014;1
2017;1
puderem;1
resolução;1
3?;1
mano!;1
conseguiu;1
a);1
b);1
mano?;1
ache;1
despreparado;1
viajar;1
(??$;1
sério?;1
conseguir;1
serio;1
sahudy?;1
péssima;1
baseei;1
ano;1
passado,;1
tiramos;1
8,5;1
5,8;1
cogitando;1
mesmo,;1
mano...;1
falei:;1
desde;1
fim;1
semana,;1
moça:;1
ajudar;1
sistema.;1
desligou;1
hauhauahaua;1
matou;1
péssimo;1
exemplo;1
internet.......;1
apresentação;1
massinha;1
quarta;1
ceu;1
engage;1
festjva,;1
vamo;1
slide;1
ihc;1
hsushauhsuahauahuahaua;1
lollapalooza;1
day;1
remember;1
